104.97	240.53	nan
101.76	241.52	nan
104.18	240.31	nan
99.49	241.87	nan
105.22	241.71	nan
101.76	240.25	nan
99.49	241.87	nan
101.88	239.75	nan
101.76	240.25	nan
103.67	240.34	nan
104.46	241.87	nan
99.20	240.45	nan
100.42	241.87	nan
100.93	240.25	nan
104.11	241.87	nan
102.29	240.91	nan
101.06	240.25	nan
103.55	241.87	nan
102.86	240.51	nan
107.00	240.34	nan
105.90	242.06	nan
104.97	-159.47	nan
101.76	-158.48	nan
104.18	-159.69	nan
99.49	-158.13	nan
105.22	-158.29	nan
101.76	-159.75	nan
99.49	-158.13	nan
101.88	-160.25	nan
101.76	-159.75	nan
103.67	-159.66	nan
104.46	-158.13	nan
99.20	-159.55	nan
100.42	-158.13	nan
100.93	-159.75	nan
104.11	-158.13	nan
104.97	220.53	nan
101.76	221.52	nan
104.18	220.31	nan
99.49	221.87	nan
105.22	221.71	nan
101.76	220.25	nan
99.49	221.87	nan
101.88	219.75	nan
101.76	220.25	nan
103.67	220.34	nan
104.46	221.87	nan
99.20	220.45	nan
100.42	221.87	nan
100.93	220.25	nan
104.11	221.87	nan
102.29	220.91	nan
101.06	220.25	nan
103.55	221.87	nan
102.86	220.51	nan
104.97	220.53	nan
101.76	221.52	nan
104.18	220.31	nan
99.49	221.87	nan
105.22	221.71	nan
101.76	220.25	nan
99.49	221.87	nan
101.88	219.75	nan
101.76	220.25	nan
103.67	220.34	nan
104.46	221.87	nan
99.20	220.45	nan
100.42	221.87	nan
100.93	220.25	nan
104.11	221.87	nan
102.29	220.91	nan
101.06	220.25	nan
103.55	221.87	nan
102.86	220.51	nan
107.00	220.34	nan
105.90	222.06	nan
105.03	221.93	nan
99.49	220.25	nan
98.65	222.14	nan
104.99	220.54	nan
101.76	221.87	nan
101.54	222.14	nan
99.07	221.87	nan
97.75	220.25	nan
102.69	218.43	nan
105.81	220.25	nan
101.64	221.87	nan
107.19	220.25	nan
104.97	220.24	nan
101.74	220.24	nan
104.11	221.87	nan
104.46	220.25	nan
102.06	222.14	nan
102.86	220.51	nan
104.99	220.25	nan
