44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.34	0.00
44.34	0.00
44.34	0.00
44.58	0.00
44.34	0.00
44.34	0.00
44.34	0.00
44.58	0.00
44.34	0.00
44.34	0.00
44.58	0.00
44.34	0.00
44.34	0.00
44.58	0.00
44.58	0.00
44.34	0.00
44.58	0.00
44.34	0.00
44.34	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.48	0.00
44.58	0.00
44.58	0.00
44.72	0.00
44.34	0.00
44.72	0.00
44.58	0.00
44.72	0.00
44.72	0.00
44.34	0.00
44.58	0.00
44.72	0.00
44.48	0.00
44.34	0.00
44.58	0.00
44.48	0.00
44.72	0.00
44.58	0.00
44.72	0.00
44.72	0.00
44.72	0.00
44.72	0.00
44.58	0.00
44.72	0.00
44.72	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.72	0.00
44.58	0.00
44.72	0.00
44.48	0.00
44.72	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.48	0.00
44.58	0.00
44.58	0.00
44.72	0.00
44.72	0.00
44.72	0.00
44.58	0.00
44.72	0.00
44.72	0.00
44.48	0.00
44.58	0.00
44.72	0.00
44.34	0.00
44.58	0.00
44.34	0.00
44.58	0.00
44.34	0.00
44.34	0.00
44.72	0.00
44.72	0.00
44.58	0.00
44.48	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.34	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.48	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.72	0.00
44.58	0.00
44.58	0.00
44.72	0.00
44.72	0.00
44.48	0.00
44.72	0.00
44.48	0.00
44.72	0.00
44.58	0.00
44.58	0.00
44.48	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.48	0.00
44.58	0.00
44.58	0.00
44.48	0.00
44.48	0.00
44.48	0.00
44.58	0.00
44.72	0.00
44.34	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.34	0.00
44.17	0.00
44.34	0.00
44.72	0.00
44.58	0.00
44.34	0.00
44.04	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.72	0.00
44.58	0.00
44.72	0.00
44.58	0.00
44.72	0.00
44.58	0.00
44.72	0.00
44.72	0.00
44.58	0.00
44.48	0.00
44.34	0.00
44.48	0.00
44.34	0.00
44.34	0.00
44.58	0.00
44.34	0.00
44.58	0.00
44.34	0.00
44.48	0.00
44.72	0.00
44.72	0.00
44.58	0.00
44.72	0.00
44.58	0.00
44.72	0.00
44.45	0.00
43.95	0.00
43.91	0.00
43.91	0.00
43.69	0.00
43.91	0.00
44.04	0.00
43.81	0.00
43.69	0.00
44.04	0.00
44.17	0.00
44.58	0.00
44.72	0.00
44.72	0.00
44.17	0.00
43.91	0.00
44.48	0.00
44.72	0.00
44.58	0.00
44.58	0.00
44.48	0.00
44.72	0.00
44.58	0.00
44.72	0.00
43.91	0.00
43.91	0.00
43.91	0.00
43.91	0.00
44.04	0.00
44.04	0.00
43.81	0.00
43.91	0.00
44.72	0.00
43.91	0.00
44.58	0.00
44.72	0.00
43.91	0.00
44.58	0.00
44.07	0.00
44.72	0.00
44.72	0.00
44.72	0.00
44.34	0.00
44.48	0.00
44.58	0.00
44.48	0.00
44.58	0.00
44.34	0.00
44.48	0.00
44.72	0.00
44.72	0.00
44.72	0.00
44.48	0.00
44.72	0.00
44.72	0.00
44.58	0.00
44.48	0.00
44.72	0.00
44.34	0.00
44.34	0.00
44.58	0.00
44.58	0.00
44.48	0.00
43.91	0.00
44.72	0.00
44.34	0.00
44.34	0.00
44.58	0.00
44.48	0.00
44.72	0.00
44.34	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.48	0.00
44.58	0.00
44.58	0.00
44.34	0.00
44.72	0.00
44.58	0.00
44.34	0.00
44.48	0.00
44.48	0.00
44.48	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.48	0.00
44.07	0.00
44.58	0.00
44.72	0.00
44.48	0.00
44.72	0.00
44.48	0.00
44.72	0.00
44.58	0.00
44.34	0.00
44.72	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.72	0.00
44.58	0.00
44.58	0.00
44.04	0.00
44.72	0.00
44.34	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.72	0.00
44.58	0.00
44.58	0.00
44.34	0.00
44.34	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.58	0.00
44.72	0.00
44.72	0.00
44.72	0.00
44.72	0.00
44.58	0.00
44.17	0.00
44.58	0.00
44.72	0.00
44.58	0.00
44.58	0.00
44.72	0.00
44.48	0.00
44.34	0.00
44.34	0.00
44.34	0.00
44.58	0.00
44.34	0.00
44.58	0.00
