44.24	47.24
44.24	46.99
43.69	48.74
43.69	47.82
44.24	46.99
44.24	47.9
44.24	47.24
44.24	46.36
44.24	47.24
44.24	46.99
44.21	46.99
44.24	46.99
44.24	46.36
44.24	47.9
43.69	48.74
44.24	46.36
43.69	47.82
43.69	48.74
43.69	47.82
43.69	48.74
44.24	46.99
43.69	48.74
44.24	46.36
43.69	48.06
43.69	48.74
43.69	47.16
43.69	47.82
43.69	48.06
43.69	47.82
44.24	47.24
44.24	47.9
44.24	46.36
43.69	48.74
44.24	47.24
43.69	48.74
43.69	47.16
43.69	47.16
43.69	47.16
43.69	48.74
43.69	48.74
43.69	47.16
43.69	47.82
43.69	48.74
43.69	47.16
43.69	48.06
43.69	48.74
43.69	47.82
43.69	47.82
43.69	48.06
43.69	48.06
43.69	47.16
43.69	47.82
44.24	47.24
43.69	47.16
43.69	48.74
43.69	47.82
43.69	48.74
43.69	47.16
43.69	47.16
43.69	48.06
43.69	48.74
43.69	47.16
44.24	46.99
43.69	48.06
43.69	47.82
44.24	46.36
43.69	48.74
43.69	47.16
43.69	47.16
43.69	47.82
43.69	47.16
44.24	47.24
43.69	47.16
43.69	47.16
43.69	48.06
43.69	47.16
43.69	47.16
43.69	47.16
43.69	47.16
43.69	48.06
43.69	48.06
43.69	47.82
44.24	46.36
43.69	47.16
44.24	47.9
43.69	47.16
43.69	47.82
43.69	48.06
43.69	47.82
43.69	48.74
44.24	46.99
44.24	47.24
43.69	48.06
43.69	47.16
44.24	47.9
43.69	47.16
43.69	48.06
43.69	47.16
43.69	47.16
43.69	47.16
43.66	47.16
50.7	40.89
49.48	42.62
43.91	46.18
42.12	51.63
41.51	53.14
47.96	41.54
41.27	54.28
93.66	58.49
41.17	54.9
114.13	76.58
104.53	68.53
104.77	68.53
104.77	68.53
104.53	68.53
104.77	69.08
88.55	54.67
88.32	55.12
88.32	55.64
88.55	55.12
102.94	68.27
41.19	53.89
41.19	53.74
41.41	53.2
41.26	53.4
93.66	59.41
41.23	53.53
41.23	54.61
41.38	55.98
41.27	53.49
41.27	54.94
41.4	54.06
41.36	53.52
41.62	52.59
41.83	51.67
42.44	51.01
43.52	47.23
